result_id,status,provider,model,example_id,output,score,weight,score_reason,input_tokens,output_tokens,latency_ms,ttft_ms,tps,num_llm_calls
1100,completed,SambaNova,gpt-oss-120b,99,"FAIL
result mismatch (order_matters=False)
predicted: SELECT DISTINCT cm.Maker
FROM car_makers cm
JOIN cars_data cd ON cd.Id = cm.Id
WHERE cd.Year = 1970
gold: SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';",0,1,,486,486,827.8729915618896,167.95635223388672,734.9413109114485,1
1101,completed,SambaNova,gpt-oss-120b,100,"FAIL
result mismatch (order_matters=False)
predicted: SELECT DISTINCT cm.Maker
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
JOIN car_makers cm ON cn.Make = cm.Maker
WHERE cd.Year = 1970
gold: SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';",0,1,,486,389,581.2366008758545,51.49245262145996,732.4290438668028,1
1102,completed,SambaNova,gpt-oss-120b,101,PASS,1,1,,485,338,643.1519985198975,167.95635223388672,709.1815815946395,1
1103,completed,SambaNova,gpt-oss-120b,102,"FAIL
result mismatch (order_matters=False)
predicted: SELECT cm.Maker, cd.Year
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
JOIN model_list ml ON cn.Model = ml.Model
JOIN car_makers cm ON ml.Maker = cm.Id
WHERE cd.Year = (SELECT MIN(Year) FROM cars_data)
gold: SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);",0,1,,486,492,712.496280670166,50.843238830566406,742.0807718723222,1
1104,completed,SambaNova,gpt-oss-120b,103,PASS,1,1,,480,248,614.2997741699219,201.47180557250977,598.3121755029956,1
1105,completed,SambaNova,gpt-oss-120b,104,PASS,1,1,,482,330,702.8646469116211,201.47180557250977,656.1721127116863,1
1106,completed,SambaNova,gpt-oss-120b,105,"FAIL
result mismatch (order_matters=False)
predicted: SELECT cont.Continent,
       COUNT(cm.Id) AS maker_count
FROM continents AS cont
LEFT JOIN countries AS co ON co.Continent = cont.ContId
LEFT JOIN car_makers AS cm ON cm.Country = co.CountryId
GROUP BY cont.Continent
gold: SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;",0,1,,486,332,702.908992767334,201.47180557250977,660.1026179404521,1
1107,completed,SambaNova,gpt-oss-120b,106,"FAIL
result mismatch (order_matters=False)
predicted: SELECT 
    cont.Continent,
    COUNT(cm.Id) AS maker_count
FROM continents AS cont
LEFT JOIN countries AS cnt ON cnt.Continent = cont.ContId
LEFT JOIN car_makers AS cm ON cm.Country = cnt.CountryId
GROUP BY cont.Continent
gold: SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;",0,1,,486,237,372.3926544189453,54.15964126586914,741.5949642109554,1
1108,completed,SambaNova,gpt-oss-120b,107,PASS,1,1,,483,176,319.17381286621094,54.15964126586914,660.3420448922676,1
1109,completed,SambaNova,gpt-oss-120b,108,PASS,1,1,,481,184,527.1286964416504,201.86758041381836,562.6248911485043,1
1110,completed,SambaNova,gpt-oss-120b,109,PASS,1,1,,488,182,527.1971225738525,201.86758041381836,556.3589423765382,1
1111,completed,SambaNova,gpt-oss-120b,110,PASS,1,1,,493,225,585.6935977935791,201.86758041381836,583.5977496501298,1
1112,completed,SambaNova,gpt-oss-120b,111,"FAIL
result mismatch (order_matters=False)
predicted: SELECT cd.Accelerate
FROM cars_data AS cd
JOIN car_names AS cn ON cd.Id = cn.MakeId
WHERE cn.Make = 'amc' AND cn.Model = 'hornet sportabout (sw)'
gold: SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';",0,1,,485,407,820.9750652313232,201.86758041381836,655.7827355611395,1
1113,completed,SambaNova,gpt-oss-120b,112,"FAIL
result mismatch (order_matters=False)
predicted: SELECT cd.Accelerate
FROM cars_data AS cd
JOIN car_names AS cn ON cd.Id = cn.MakeId
WHERE cn.Make = 'amc' AND cn.Model = 'hornet sportabout (sw)'
gold: SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';",0,1,,485,339,506.1230659484863,54.09717559814453,747.7447801453004,1
1114,completed,SambaNova,gpt-oss-120b,113,"FAIL
result mismatch (order_matters=False)
predicted: SELECT COUNT(*) AS maker_count
FROM car_makers cm
JOIN countries c ON cm.Country = c.CountryId
WHERE c.CountryName = 'France'
gold: SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';",0,1,,477,134,382.1718692779541,170.57561874389648,628.5555611893648,1
1115,completed,SambaNova,gpt-oss-120b,114,"FAIL
result mismatch (order_matters=False)
predicted: SELECT COUNT(*) AS maker_count
FROM car_makers cm
JOIN countries c ON cm.Country = c.CountryId
WHERE c.CountryName = 'France'
gold: SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';",0,1,,479,296,567.824125289917,170.57561874389648,742.6082040306545,1
1116,completed,SambaNova,gpt-oss-120b,115,"FAIL
result mismatch (order_matters=False)
predicted: SELECT COUNT(DISTINCT ml.Model) AS model_count
FROM model_list AS ml
JOIN car_makers AS cm ON ml.Maker = cm.Id
JOIN countries AS c ON cm.Country = c.CountryId
WHERE c.CountryName = 'USA'
gold: SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';",0,1,,478,287,479.41088676452637,54.09717559814453,672.4448154179478,1
1117,completed,SambaNova,gpt-oss-120b,116,"FAIL
result mismatch (order_matters=False)
predicted: SELECT COUNT(*) AS model_count
FROM model_list ml
JOIN car_makers cm ON ml.Maker = cm.Id
JOIN countries c ON cm.Country = c.CountryId
WHERE c.CountryName = 'United States'
gold: SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';",0,1,,482,280,605.0925254821777,191.96391105651855,675.3344848501288,1
1118,completed,SambaNova,gpt-oss-120b,117,PASS,1,1,,486,120,399.4293212890625,191.96391105651855,573.5895919547032,1
1119,completed,SambaNova,gpt-oss-120b,118,PASS,1,1,,484,117,354.69841957092285,168.86568069458008,624.2172434276448,1
1120,completed,SambaNova,gpt-oss-120b,119,PASS,1,1,,486,133,355.23128509521484,168.86568069458008,708.285203294468,1
1121,completed,SambaNova,gpt-oss-120b,120,PASS,1,1,,486,125,359.2972755432129,173.59018325805664,667.7181709872232,1
1122,completed,SambaNova,gpt-oss-120b,121,"FAIL
result mismatch (order_matters=False)
predicted: SELECT cm.Maker, ml.Model
FROM car_makers AS cm
JOIN model_list AS ml ON ml.Maker = cm.Id
gold: SELECT Maker ,  Model FROM MODEL_LIST;",0,1,,476,151,458.2250118255615,191.96391105651855,563.3567936388546,1
1123,completed,SambaNova,gpt-oss-120b,122,"FAIL
result mismatch (order_matters=False)
predicted: SELECT cm.Maker, ml.Model
FROM car_makers AS cm
JOIN model_list AS ml ON cm.Id = ml.Maker
gold: SELECT Maker ,  Model FROM MODEL_LIST;",0,1,,475,201,516.1924362182617,191.96391105651855,616.8488719498968,1
1124,completed,SambaNova,gpt-oss-120b,123,PASS,1,1,,484,213,344.07997131347656,52.374839782714844,726.7612979158152,1
1125,completed,SambaNova,gpt-oss-120b,124,PASS,1,1,,484,155,262.9067897796631,50.643205642700195,725.5130484399606,1
1126,completed,SambaNova,gpt-oss-120b,125,"FAIL
result mismatch (order_matters=False)
predicted: SELECT COUNT(*) AS NumCars
FROM cars_data
WHERE CAST(Horsepower AS INTEGER) > 150
gold: SELECT count(*) FROM CARS_DATA WHERE horsepower  >  150;",0,1,,482,96,210.07394790649414,50.643205642700195,595.870022625957,1
1127,completed,SambaNova,gpt-oss-120b,126,"FAIL
result mismatch (order_matters=False)
predicted: SELECT COUNT(*) AS NumCars
FROM cars_data
WHERE CAST(Horsepower AS REAL) > 150
gold: SELECT count(*) FROM CARS_DATA WHERE horsepower  >  150;",0,1,,482,96,211.43269538879395,52.374839782714844,597.2669481680674,1
1128,completed,SambaNova,gpt-oss-120b,127,PASS,1,1,,478,84,326.9624710083008,167.62113571166992,520.8943419828048,1
1129,completed,SambaNova,gpt-oss-120b,128,"FAIL
result mismatch (order_matters=False)
predicted: SELECT
    Year,
    AVG(Weight) AS avg_weight,
    AVG(Year)   AS avg_year
FROM cars_data
GROUP BY Year
gold: SELECT avg(Weight) ,  YEAR FROM CARS_DATA GROUP BY YEAR;",0,1,,479,229,368.818998336792,50.890207290649414,717.1417198479179,1
1130,completed,SambaNova,gpt-oss-120b,129,"FAIL
result mismatch (order_matters=False)
predicted: SELECT c.CountryName
FROM countries c
JOIN continents ct ON c.Continent = ct.ContId
JOIN car_makers cm ON cm.Country = c.CountryId
WHERE ct.Continent = 'Europe'
GROUP BY c.CountryId, c.CountryName
HAVING COUNT(DISTINCT cm.Id) >= 3
gold: SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;",0,1,,480,284,564.6140575408936,167.62113571166992,712.8590572749291,1
1131,completed,SambaNova,gpt-oss-120b,130,"FAIL
result mismatch (order_matters=False)
predicted: SELECT c.CountryName
FROM countries c
JOIN continents ct ON c.Continent = ct.ContId
JOIN car_makers m ON m.Country = c.CountryId
WHERE ct.Continent = 'Europe'
GROUP BY c.CountryId, c.CountryName
HAVING COUNT(m.Id) >= 3
gold: SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;",0,1,,483,324,733.0231666564941,202.24714279174805,608.5429361487281,1
1132,completed,SambaNova,gpt-oss-120b,131,"FAIL
result mismatch (order_matters=True)
predicted: WITH max_hp AS (
    SELECT MAX(CAST(Horsepower AS INTEGER)) AS hp
    FROM cars_data
    WHERE Cylinders = 3
)
SELECT n.Make,
       CAST(c.Horsepower AS INTEGER) AS Horsepower
FROM cars_data c
JOIN car_names n ON c.Id = n.MakeId
JOIN max_hp m ON CAST(c.Horsepower AS INTEGER) = m.hp
WHERE c.Cylinders = 3
gold: SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;",0,1,,485,492,939.3351078033447,202.24714279174805,666.1348757638107,1
1133,completed,SambaNova,gpt-oss-120b,132,"FAIL
result mismatch (order_matters=True)
predicted: SELECT cn.Make,
       CAST(c.Horsepower AS INTEGER) AS Horsepower
FROM cars_data AS c
JOIN car_names AS cn ON c.Id = cn.MakeId
WHERE c.Cylinders = 3
ORDER BY CAST(c.Horsepower AS INTEGER) DESC
LIMIT 1
gold: SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;",0,1,,488,530,880.173921585083,167.28782653808594,742.0540303358359,1
1134,completed,SambaNova,gpt-oss-120b,133,"FAIL
result mismatch (order_matters=True)
predicted: SELECT cn.Model
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
ORDER BY CAST(cd.MPG AS REAL) DESC
LIMIT 1
gold: SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.mpg DESC LIMIT 1;",0,1,,487,275,645.2796459197998,202.24714279174805,618.4647809481474,1
1135,completed,SambaNova,gpt-oss-120b,134,"FAIL
result mismatch (order_matters=True)
predicted: SELECT cn.Model
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
ORDER BY CAST(cd.MPG AS REAL) DESC
LIMIT 1
gold: select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id order by t2.mpg desc limit 1;",0,1,,478,237,587.0952606201172,202.24714279174805,613.2289312773747,1
1136,completed,SambaNova,gpt-oss-120b,135,PASS,1,1,,481,164,289.3977165222168,50.774335861206055,683.0847821721142,1
1137,completed,SambaNova,gpt-oss-120b,136,PASS,1,1,,482,153,288.9218330383301,50.774335861206055,638.259909517121,1
1138,completed,SambaNova,gpt-oss-120b,137,PASS,1,1,,483,253,420.2549457550049,50.23956298828125,681.05276628154,1
1139,completed,SambaNova,gpt-oss-120b,138,"FAIL
result mismatch (order_matters=False)
predicted: SELECT AVG(cars_data.Edispl) AS avg_edispl
FROM cars_data
JOIN car_names ON cars_data.Id = car_names.MakeId
JOIN model_list ON car_names.Model = model_list.Model
JOIN car_makers ON model_list.Maker = car_makers.Id
WHERE car_makers.Maker = 'Volvo'
gold: SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';",0,1,,480,497,711.0714912414551,50.23956298828125,750.5690612000448,1
1140,completed,SambaNova,gpt-oss-120b,139,PASS,1,1,,479,95,184.92937088012695,50.7655143737793,700.6357930353068,1
1141,completed,SambaNova,gpt-oss-120b,140,PASS,1,1,,479,87,184.9961280822754,50.7655143737793,640.6884213966508,1
1142,completed,SambaNova,gpt-oss-120b,141,"FAIL
result mismatch (order_matters=True)
predicted: SELECT Model, COUNT(DISTINCT Make) AS version_count
FROM car_names
GROUP BY Model
ORDER BY version_count DESC
LIMIT 1
gold: SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;",0,1,,479,370,555.2654266357422,53.03478240966797,734.722192367653,1
1143,completed,SambaNova,gpt-oss-120b,142,"FAIL
result mismatch (order_matters=True)
predicted: SELECT
    ml.Model,
    COUNT(*) AS version_count
FROM
    car_names cn
JOIN
    model_list ml ON cn.Model = ml.Model
GROUP BY
    ml.Model
ORDER BY
    version_count DESC
LIMIT 1
gold: SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;",0,1,,476,384,674.1924285888672,85.14714241027832,650.2046769352818,1
1144,completed,SambaNova,gpt-oss-120b,143,PASS,1,1,,478,83,263.3671760559082,85.14714241027832,460.10540073765,1
1145,completed,SambaNova,gpt-oss-120b,144,PASS,1,1,,481,84,212.4631404876709,53.03478240966797,520.6100156873653,1
1146,completed,SambaNova,gpt-oss-120b,145,PASS,1,1,,478,75,233.7193489074707,85.14714241027832,498.07431514048625,1
1147,completed,SambaNova,gpt-oss-120b,146,PASS,1,1,,479,133,236.25779151916504,50.6739616394043,711.26886477945,1
1148,completed,SambaNova,gpt-oss-120b,147,PASS,1,1,,484,156,350.94475746154785,85.14714241027832,583.1504544166138,1
1149,completed,SambaNova,gpt-oss-120b,148,"FAIL
result mismatch (order_matters=False)
predicted: SELECT COUNT(*) AS model_count
FROM model_list ml
JOIN car_makers cm ON ml.Maker = cm.Id
WHERE cm.Maker = 'American Motor Company'
gold: SELECT count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker WHERE T1.FullName  =  'American Motor Company';",0,1,,484,280,639.0054225921631,197.01027870178223,631.2286545600482,1
1150,completed,SambaNova,gpt-oss-120b,149,PASS,1,1,,485,224,487.45203018188477,169.38233375549316,701.104199819951,1
1151,completed,SambaNova,gpt-oss-120b,150,"FAIL
result mismatch (order_matters=False)
predicted: SELECT cm.Id, cm.Maker
FROM car_makers AS cm
JOIN model_list AS ml ON ml.Maker = cm.Id
GROUP BY cm.Id, cm.Maker
HAVING COUNT(*) > 3
gold: SELECT T1.FullName ,  T1.Id FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >  3;",0,1,,484,204,551.6009330749512,197.01027870178223,572.4911175644355,1
1152,completed,SambaNova,gpt-oss-120b,151,PASS,1,1,,489,506,962.7749919891357,197.01027870178223,659.4714946214798,1
1153,completed,SambaNova,gpt-oss-120b,152,PASS,1,1,,489,412,608.6330413818359,52.77395248413086,739.396023576825,1
1154,completed,SambaNova,gpt-oss-120b,153,PASS,1,1,,489,84,209.51271057128906,50.63581466674805,522.4170545846351,1
1155,completed,SambaNova,gpt-oss-120b,154,PASS,1,1,,497,223,368.42942237854004,50.63581466674805,698.5665998711104,1
1156,completed,SambaNova,gpt-oss-120b,155,PASS,1,1,,480,119,240.1573657989502,54.171085357666016,634.4554002586905,1
1157,completed,SambaNova,gpt-oss-120b,156,PASS,1,1,,480,158,266.9949531555176,54.171085357666016,737.699214023893,1
1158,completed,SambaNova,gpt-oss-120b,157,PASS,1,1,,485,407,633.7556838989258,52.31428146362305,698.2646889256838,1
1159,completed,SambaNova,gpt-oss-120b,158,PASS,1,1,,485,516,739.9036884307861,52.31428146362305,748.9935051087758,1
1160,completed,SambaNova,gpt-oss-120b,159,"FAIL
result mismatch (order_matters=True)
predicted: SELECT COUNT(*)
FROM cars_data
WHERE Accelerate > (
    SELECT Accelerate
    FROM cars_data
    WHERE CAST(Horsepower AS REAL) = (
        SELECT MAX(CAST(Horsepower AS REAL)) FROM cars_data
    )
    LIMIT 1
)
gold: SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );",0,1,,483,437,758.8582038879395,176.95045471191406,749.2596560492121,1
1161,completed,SambaNova,gpt-oss-120b,160,"FAIL
result mismatch (order_matters=True)
predicted: SELECT COUNT(*)
FROM cars_data
WHERE Accelerate > (
    SELECT Accelerate
    FROM cars_data
    ORDER BY CAST(Horsepower AS REAL) DESC
    LIMIT 1
)
gold: SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );",0,1,,486,418,809.2293739318848,191.07723236083984,674.5912081452745,1
1162,completed,SambaNova,gpt-oss-120b,161,"FAIL
result mismatch (order_matters=False)
predicted: SELECT COUNT(*) AS NumCountries
FROM (
    SELECT Country
    FROM car_makers
    GROUP BY Country
    HAVING COUNT(*) > 2
) AS sub
gold: select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2",0,1,,479,155,456.86793327331543,191.07723236083984,579.4032653185708,1
1163,completed,SambaNova,gpt-oss-120b,162,"FAIL
result mismatch (order_matters=False)
predicted: SELECT COUNT(*) AS NumCountries
FROM (
    SELECT Country
    FROM car_makers
    GROUP BY Country
    HAVING COUNT(*) > 2
) AS sub
gold: select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2",0,1,,482,163,485.706090927124,191.07723236083984,549.8443050973366,1
1164,completed,SambaNova,gpt-oss-120b,163,PASS,1,1,,477,81,187.46662139892578,54.75902557373047,602.8290958218952,1
1165,completed,SambaNova,gpt-oss-120b,164,PASS,1,1,,481,77,226.22179985046387,78.16433906555176,513.314220013591,1
1166,completed,SambaNova,gpt-oss-120b,165,"FAIL
result mismatch (order_matters=True)
predicted: SELECT cn.Model
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
WHERE cd.Cylinders = 4
ORDER BY CAST(cd.Horsepower AS REAL) DESC
LIMIT 1
gold: SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;",0,1,,483,298,548.5866069793701,78.16433906555176,631.34766412548,1
1167,completed,SambaNova,gpt-oss-120b,166,"FAIL
result mismatch (order_matters=True)
predicted: SELECT cn.Model
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
WHERE cd.Cylinders = 4
ORDER BY CAST(cd.Horsepower AS INTEGER) DESC
LIMIT 1
gold: SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;",0,1,,484,406,696.2897777557373,78.16433906555176,655.2068150733278,1
1168,completed,SambaNova,gpt-oss-120b,167,"FAIL
result mismatch (order_matters=False)
predicted: SELECT cd.Id AS MakeId, cn.Make
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
WHERE CAST(cd.Horsepower AS INTEGER) > (
        SELECT MIN(CAST(Horsepower AS INTEGER)) FROM cars_data
      )
  AND cd.Cylinders <= 3
gold: SELECT T2.MakeId ,  T2.Make FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Horsepower  >  (SELECT min(Horsepower) FROM CARS_DATA) AND T1.Cylinders  <=  3;",0,1,,497,511,855.5092811584473,167.9229736328125,741.7250669742083,1
1169,completed,SambaNova,gpt-oss-120b,168,"FAIL
result mismatch (order_matters=False)
predicted: SELECT cn.MakeId, cn.Make
FROM cars_data cd
JOIN car_names cn ON cd.Id = cn.MakeId
WHERE CAST(cd.Horsepower AS INTEGER) <> (
        SELECT MIN(CAST(Horsepower AS INTEGER)) FROM cars_data
      )
  AND cd.Cylinders < 4
gold: select t2.makeid ,  t2.make from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.horsepower  >  (select min(horsepower) from cars_data) and t1.cylinders  <  4;",0,1,,496,494,830.094575881958,167.84167289733887,744.4285978636925,1
1170,completed,SambaNova,gpt-oss-120b,169,"FAIL
result mismatch (order_matters=False)
predicted: SELECT MAX(CAST(MPG AS REAL)) AS max_mpg
FROM cars_data
WHERE Cylinders = 8 OR Year < 1980
gold: select max(mpg) from cars_data where cylinders  =  8 or year  <  1980",0,1,,489,140,429.7761917114258,193.6178207397461,588.5880709122481,1
1171,completed,SambaNova,gpt-oss-120b,170,"FAIL
result mismatch (order_matters=False)
predicted: SELECT MAX(CAST(MPG AS REAL)) AS max_mpg
FROM cars_data
WHERE Cylinders = 8 OR Year < 1980
gold: select max(mpg) from cars_data where cylinders  =  8 or year  <  1980",0,1,,490,149,458.8489532470703,193.6178207397461,558.0038760944213,1
1172,completed,SambaNova,gpt-oss-120b,171,PASS,1,1,,487,382,782.275915145874,193.6178207397461,647.2347932026224,1
1173,completed,SambaNova,gpt-oss-120b,172,PASS,1,1,,491,491,959.3842029571533,194.49138641357422,640.6126314719844,1
1174,completed,SambaNova,gpt-oss-120b,173,PASS,1,1,,484,172,489.7801876068115,194.49138641357422,579.0940913065559,1
1175,completed,SambaNova,gpt-oss-120b,174,PASS,1,1,,480,175,289.3860340118408,50.894737243652344,729.5863721564923,1
1176,completed,SambaNova,gpt-oss-120b,175,"FAIL
result mismatch (order_matters=False)
predicted: WITH qualified AS (
    SELECT cm.Id, cm.Maker, COUNT(DISTINCT ml.ModelId) AS model_cnt
    FROM car_makers cm
    JOIN model_list ml ON cm.Id = ml.Maker
    GROUP BY cm.Id, cm.Maker
    HAVING COUNT(DISTINCT ml.ModelId) >= 2
)
SELECT Id, Maker
FROM qualified
WHERE (SELECT COUNT(*) FROM qualified) > 3
gold: select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >=  2 intersect select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model group by t1.id having count(*)  >  3;",0,1,,495,603,1106.4715385437012,194.49138641357422,660.1020851099652,1
1177,completed,SambaNova,gpt-oss-120b,176,"FAIL
result mismatch (order_matters=False)
predicted: SELECT cm.Id, cm.Maker
FROM car_makers cm
JOIN model_list ml ON ml.Maker = cm.Id
JOIN car_names cn ON cn.Model = ml.Model
JOIN cars_data cd ON cd.Id = cn.MakeId
GROUP BY cm.Id, cm.Maker
HAVING COUNT(DISTINCT ml.Model) >= 2
   AND COUNT(cd.Id) > 3
gold: SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >=  2 INTERSECT SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model GROUP BY T1.Id HAVING count(*)  >  3;",0,1,,493,604,869.5154190063477,50.383567810058594,736.1452238969313,1
1178,completed,SambaNova,gpt-oss-120b,177,PASS,1,1,,494,493,737.8334999084473,50.383567810058594,715.6884843936306,1
1179,completed,SambaNova,gpt-oss-120b,178,PASS,1,1,,491,444,761.7027759552002,84.35702323913574,654.0234410913927,1
1180,completed,SambaNova,gpt-oss-120b,179,PASS,1,1,,329,67,232.39946365356445,84.35702323913574,445.81810334415036,1
1181,completed,SambaNova,gpt-oss-120b,180,"FAIL
result mismatch (order_matters=False)
predicted: SELECT Country
FROM airlines
WHERE Airline = 'Jetblue Airways'
gold: SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",0,1,,326,99,261.51561737060547,84.35702323913574,553.1766634322804,1
1182,completed,SambaNova,gpt-oss-120b,181,PASS,1,1,,328,70,232.47718811035156,84.35702323913574,465.8379907961388,1
1183,completed,SambaNova,gpt-oss-120b,182,"FAIL
result mismatch (order_matters=False)
predicted: SELECT Abbreviation
FROM airlines
WHERE Airline = 'Jetblue Airways'
gold: SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",0,1,,325,103,333.4391117095947,174.06535148620605,640.00497859265,1
1184,completed,SambaNova,gpt-oss-120b,183,PASS,1,1,,329,63,306.9479465484619,174.06535148620605,466.5772817798511,1
1185,completed,SambaNova,gpt-oss-120b,184,PASS,1,1,,331,91,300.0049591064453,166.5780544281006,674.5266272718013,1
1186,completed,SambaNova,gpt-oss-120b,185,PASS,1,1,,329,72,299.56579208374023,166.5780544281006,533.8838095272243,1
1187,completed,SambaNova,gpt-oss-120b,186,PASS,1,1,,332,94,183.8970184326172,50.7504940032959,698.4786151843383,1
1188,completed,SambaNova,gpt-oss-120b,187,PASS,1,1,,324,40,130.45239448547363,50.7504940032959,489.323338139482,1
1189,completed,SambaNova,gpt-oss-120b,188,PASS,1,1,,325,51,312.3748302459717,193.40085983276367,420.2599932266294,1
